EVENT DATE,Program,MUNICIPALITY,REGION,PRIMARY OCCUPATION CODE,OCCUPATION DESCRIPTION,SECTOR CODE,SECTOR DESCRIPTION,WORKER COUNT
2018-01-29,Industrial Health & Safety Program,Blue Mountains,Western,444110.0,Home Centres,RETL,Retail,50 or More
2018-01-29,Industrial Health & Safety Program,Thunder Bay,Northern,493110.0,General Warehousing and Storage,ELEC,Electrical & Electronics,50 or More
2019-01-29,Industrial Health & Safety Program,Stratford,Western,713210.0,Casinos (except Casino Hotels),SERV,"Tourism, Hospitality & Recreational Services",50 or More
2019-01-29,Industrial Health & Safety Program,Cornwall,Eastern,721198.0,All Other Traveller Accommodation,SERV,"Tourism, Hospitality & Recreational Services",50 or More
2019-01-29,Industrial Health & Safety Program,Mississauga,Central West,811310.0,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,NECI,NEC - Industrial,50 or More
2019-01-29,Construction Health & Safety Program,Mississauga,Central West,237110.0,Water and Sewer Line and Related Structures Construction,SEWW,Sewer/Watermain Construction,6 to 19
2019-01-29,Construction Health & Safety Program,Brantford,South Western,237990.0,Other Heavy and Civil Engineering Construction,GRAD,Excavation - Grading,1 to 5
2019-01-29,Industrial Health & Safety Program,Toronto,Central East,331514.0,Steel Foundries,STEL,Primary Metals,50 or More
2019-01-29,Industrial Health & Safety Program,Whitchurch-Stouffville,Central West,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2019-01-29,Industrial Health & Safety Program,Waterloo,Western,913910.0,"Other Local, Municipal and Regional Public Administration",GOVT,Government,50 or More
2019-01-29,Industrial Health & Safety Program,Port Carling,Eastern,611210.0,Community Colleges and C.E.G.E.P.s,EDUC,Education,50 or More
2019-01-29,Industrial Health & Safety Program,Oshawa,Central East,311990.0,All Other Food Manufacturing,WHLS,Wholesalers,50 or More
2020-01-29,Industrial Health & Safety Program,Hamilton,South Western,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2020-01-29,Industrial Health & Safety Program,Waterloo,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2020-01-29,Industrial Health & Safety Program,Shelburne,Central East,913130.0,Municipal Police Services,PLCE,Police,50 or More
2020-01-29,Construction Health & Safety Program,Thornhill,Central West,236210.0,Industrial Building and Structure Construction,INDU,Industrial Building Construction,50 or More
2020-01-29,Industrial Health & Safety Program,Oba,Central East,326193.0,Motor Vehicle Plastic Parts Manufacturing,AUTO,Automotive,50 or More
2020-01-29,Health Care Health & Safety Program,Thedford,Western,621610.0,Home Health Care Services,NSER,Nursing Services,50 or More
2020-01-29,Industrial Health & Safety Program,Mississauga,Central West,332810.0,"Coating, engraving, cold and heat treating and allied activities",CHEM,"Chemical, Rubber & Plastics",50 or More
2020-01-29,Industrial Health & Safety Program,Scarborough,Central East,331110.0,Iron and Steel Mills and Ferro-Alloy Manufacturing,STEL,Primary Metals,20 to 49
2020-01-29,Health Care Health & Safety Program,Thorold Park,South Western,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2020-01-29,Construction Health & Safety Program,North Bay,Northern,237130.0,Power and Communication Line and Related Structures Construction,HYDR,Hydro,1 to 5
2021-01-29,Industrial Health & Safety Program,Mississauga,Central West,335311.0,"Power, Distribution and Specialty Transformers Manufacturing",ELEC,Electrical & Electronics,50 or More
2021-01-29,Health Care Health & Safety Program,Mississauga,Central West,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2021-01-29,Industrial Health & Safety Program,Toronto,Central East,452999.0,All Other Miscellaneous General Merchandise Stores,RETL,Retail,50 or More
2021-01-29,Industrial Health & Safety Program,Peterborough,Eastern,485990.0,Other Transit and Ground Passenger Transportation,TRAN,Transportation,50 or More
2021-01-29,Industrial Health & Safety Program,Windsor,Western,713999.0,All other amusement and recreation industries,OFFS,Offices & Related Services,6 to 19
2021-01-29,Health Care Health & Safety Program,Brampton,Central West,622310.0,Specialty (except Psychiatric and Substance Abuse) Hospitals,HOSP,Hospitals,50 or More
2021-01-29,Health Care Health & Safety Program,Dryden,Northern,621610.0,Home Health Care Services,NSER,Nursing Services,50 or More
2021-01-29,Construction Health & Safety Program,Hamilton,South Western,236220.0,Commercial and Institutional Building Construction,INST,Institutional Building Construction,50 or More
2022-01-29,Construction Health & Safety Program,Kingston,Eastern,236220.0,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,6 to 19
2023-01-29,Industrial Health & Safety Program,Mississauga,Central West,332999.0,All other miscellaneous fabricated metal product manufacturing,AUTO,Automotive,50 or More
2023-01-29,Industrial Health & Safety Program,Bolton,Central West,111411.0,Mushroom Production,AGRI,Agricultural Services,50 or More
2023-01-29,Industrial Health & Safety Program,Windsor,Western,238220.0,"Plumbing, Heating and Air-Conditioning Contractors",INDS,Industrial Services,1 to 5
2023-01-29,Industrial Health & Safety Program,Toronto,Central East,452110.0,Department Stores,RETL,Retail,50 or More
2023-01-29,Industrial Health & Safety Program,Toronto,Central East,913910.0,"Other Local, Municipal and Regional Public Administration",GOVT,Government,50 or More
2023-01-29,Industrial Health & Safety Program,Toronto,Central East,713910.0,Golf Courses and Country Clubs,SERV,"Tourism, Hospitality & Recreational Services",50 or More
2020-02-29,Industrial Health & Safety Program,Peterborough,Eastern,722511.0,Full-service restaurants,REST,Restaurants,1 to 5
2017-03-29,Industrial Health & Safety Program,Toronto,Central East,721111.0,Hotels,WHLS,Wholesalers,50 or More
2017-03-29,Industrial Health & Safety Program,Toronto,Central East,611310.0,Universities,EDUC,Education,50 or More
2018-03-29,Industrial Health & Safety Program,Newmarket,Central West,611110.0,Elementary and Secondary Schools,EDUC,Education,6 to 19
2018-03-29,Health Care Health & Safety Program,Windsor,Western,623110.0,Nursing Care Facilities,NSER,Nursing Services,50 or More
2018-03-29,Industrial Health & Safety Program,Oshawa,Central East,331514.0,Steel Foundries,STEL,Primary Metals,50 or More
2018-03-29,Industrial Health & Safety Program,Wingham,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,1 to 5
2018-03-29,Industrial Health & Safety Program,Brampton,Central West,611110.0,Elementary and Secondary Schools,EDUC,Education,6 to 19
2018-03-29,Industrial Health & Safety Program,Mississauga,Central West,485110.0,Urban Transit Systems,TRAN,Transportation,50 or More
2019-03-29,Health Care Health & Safety Program,Oshawa,Central East,622310.0,Specialty (except Psychiatric and Substance Abuse) Hospitals,HOSP,Hospitals,50 or More
2019-03-29,Industrial Health & Safety Program,Dundalk,Western,322299.0,All Other Converted Paper Product Manufacturing,TEXT,"Textiles, Printing",6 to 19
2019-03-29,Industrial Health & Safety Program,Toronto,Central East,484110.0,"General Freight Trucking, Local",TRAN,Transportation,50 or More
2019-03-29,Industrial Health & Safety Program,Markham,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2019-03-29,Industrial Health & Safety Program,Kitchener,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2019-03-29,Industrial Health & Safety Program,Burlington,South Western,526989.0,All Other Miscellaneous Funds and Financial Vehicles,OFFS,Offices & Related Services,50 or More
2019-03-29,Industrial Health & Safety Program,Ottawa,Eastern,621110.0,Offices of Physicians,GOVT,Government,20 to 49
2019-03-29,Industrial Health & Safety Program,Richmond,Eastern,611110.0,Elementary and Secondary Schools,EDUC,Education,20 to 49
2019-03-29,Industrial Health & Safety Program,London,Western,336110.0,Automobile and light-duty motor vehicle manufacturing,AUTO,Automotive,50 or More
2019-03-29,Industrial Health & Safety Program,Milton,South Western,332999.0,All other miscellaneous fabricated metal product manufacturing,FABR,Wood & Metal Fabrication,50 or More
2019-03-29,Mining Health & Safety Program,BRANTFORD,South Western,212220.0,Gold and Silver Ore Mining,OPIT,Open Pit Mines,50 or More
2019-03-29,Industrial Health & Safety Program,Wellesley,South Western,323119.0,Other Printing,TEXT,"Textiles, Printing",50 or More
2019-03-29,Industrial Health & Safety Program,Elmira,Western,541330.0,Engineering Services,INDS,Industrial Services,50 or More
2020-03-29,Industrial Health & Safety Program,Lively,Northern,713940.0,Fitness and Recreational Sports Centres,OFFS,Offices & Related Services,50 or More
2021-03-29,Construction Health & Safety Program,Brampton,Central West,237310.0,"Highway, Street and Bridge Construction",PAVE,Asphalt Paving,6 to 19
2021-03-29,Industrial Health & Safety Program,Oshawa,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,20 to 49
2021-03-29,Industrial Health & Safety Program,Cambridge,Central East,311340.0,Non-Chocolate Confectionery Manufacturing,FOOD,"Food, Beverage & Tobacco",50 or More
2021-03-29,Industrial Health & Safety Program,Tillsonburg,Western,913150.0,Municipal Regulatory Services,GOVT,Government,20 to 49
2021-03-29,Industrial Health & Safety Program,St. Thomas,Western,722512.0,Limited-service eating places,FOOD,"Food, Beverage & Tobacco",50 or More
2021-03-29,Health Care Health & Safety Program,KITCHENER,Western,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2021-03-29,Industrial Health & Safety Program,GODERICH,Western,311340.0,Non-Chocolate Confectionery Manufacturing,FOOD,"Food, Beverage & Tobacco",50 or More
2021-03-29,Industrial Health & Safety Program,Toronto,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2021-03-29,Industrial Health & Safety Program,Niagara-on-the-Lake,South Western,452110.0,Department Stores,RETL,Retail,50 or More
2021-03-29,Industrial Health & Safety Program,FENWICK,South Western,611310.0,Universities,EDUC,Education,50 or More
2022-03-29,Construction Health & Safety Program,Niagara Falls,South Western,236220.0,Commercial and Institutional Building Construction,CABL,Cable,1 to 5
2022-03-29,Health Care Health & Safety Program,Oshawa,Central East,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2022-03-29,Industrial Health & Safety Program,Etobicoke,Central East,339990.0,All Other Miscellaneous Manufacturing,INDS,Industrial Services,6 to 19
2022-03-29,Industrial Health & Safety Program,Brampton,Central West,488519.0,Other Freight Transportation Arrangement,NECI,NEC - Industrial,50 or More
2022-03-29,Industrial Health & Safety Program,BARRIE,Central West,336110.0,Automobile and light-duty motor vehicle manufacturing,AUTO,Automotive,50 or More
2022-03-29,Industrial Health & Safety Program,Toronto,Central East,312110.0,Soft Drink and Ice Manufacturing,FOOD,"Food, Beverage & Tobacco",50 or More
2022-03-29,Industrial Health & Safety Program,Toronto,Central East,115110.0,Support Activities for Crop Production,WHLS,Wholesalers,50 or More
2022-03-29,Industrial Health & Safety Program,Mississauga,Central West,416110.0,Electrical wiring and construction supplies merchant wholesalers,WHLS,Wholesalers,6 to 19
2022-03-29,Construction Health & Safety Program,Mississauga,Central West,238190.0,"Other Foundation, Structure and Building Exterior Contractors",RESS,Single Family Housing,6 to 19
2023-03-29,Health Care Health & Safety Program,BARRIE,Central West,623110.0,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
2023-03-29,Health Care Health & Safety Program,LONDON,Western,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2023-03-29,Industrial Health & Safety Program,Palmerston,Western,417990.0,"All other machinery, equipment and supplies merchant wholesalers",WHLS,Wholesalers,1 to 5
2023-03-29,Industrial Health & Safety Program,Newmarket,Central West,611110.0,Elementary and Secondary Schools,EDUC,Education,20 to 49
2023-03-29,Construction Health & Safety Program,Whitby,Central East,236220.0,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,6 to 19
2023-03-29,Industrial Health & Safety Program,Kingston,Eastern,326193.0,Motor Vehicle Plastic Parts Manufacturing,AUTO,Automotive,20 to 49
2023-03-29,Industrial Health & Safety Program,Toronto,Central East,811121.0,"Automotive Body, Paint and Interior Repair and Maintenance",VEHS,Vehicle Sales & Service,6 to 19
2023-03-29,Health Care Health & Safety Program,Kitchener,Western,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,1 to 5
2023-03-29,Construction Health & Safety Program,Brampton,Central West,236210.0,Industrial Building and Structure Construction,INDU,Industrial Building Construction,50 or More
2023-03-29,Construction Health & Safety Program,Ancaster,South Western,238990.0,All Other Specialty Trade Contractors,NECC,NEC - Construction,6 to 19
2023-03-29,Construction Health & Safety Program,London,Central East,236220.0,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,50 or More
2023-03-29,Industrial Health & Safety Program,Mississauga,Central West,562920.0,Material Recovery Facilities,WHLS,Wholesalers,6 to 19
2023-03-29,Health Care Health & Safety Program,Thunder Bay,Northern,623110.0,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
2017-04-29,Industrial Health & Safety Program,Shebandowan,Northern,441310.0,Automotive Parts and Accessories Stores,WHLS,Wholesalers,20 to 49
2017-04-29,Industrial Health & Safety Program,Kanata,Eastern,541990.0,"All Other Professional, Scientific and Technical Services",NECI,NEC - Industrial,50 or More
2017-04-29,Health Care Health & Safety Program,Etobicoke,Central East,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2018-04-29,Health Care Health & Safety Program,Stratford,Western,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2018-04-29,Industrial Health & Safety Program,St. Catharines,South Western,336211.0,Motor Vehicle Body Manufacturing,AUTO,Automotive,50 or More
2019-04-29,Industrial Health & Safety Program,Woodbridge,Central West,112210.0,Hog and Pig Farming,FARM,Farming,50 or More
2019-04-29,Construction Health & Safety Program,Gravenhurst,Eastern,711319.0,Sports Stadiums and Other Presenters with Facilities,NECC,NEC - Construction,20 to 49
2019-04-29,Health Care Health & Safety Program,Toronto,Central East,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2019-04-29,Industrial Health & Safety Program,Brampton,Central West,912120.0,Provincial Correctional Services,GOVT,Government,50 or More
2019-04-29,Construction Health & Safety Program,Brampton,Central West,236110.0,Residential Building Construction,COMM,Commercial Building Construction,1 to 5
2019-04-29,Industrial Health & Safety Program,Windsor,Western,445110.0,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
2020-04-29,Industrial Health & Safety Program,Dryden,Northern,237310.0,"Highway, Street and Bridge Construction",OFFS,Offices & Related Services,50 or More
2020-04-29,Industrial Health & Safety Program,Thornhill,Central West,311990.0,All Other Food Manufacturing,FOOD,"Food, Beverage & Tobacco",50 or More
2021-04-29,Industrial Health & Safety Program,Bowmanville,Central East,332113.0,Forging,FABR,Wood & Metal Fabrication,50 or More
2021-04-29,Industrial Health & Safety Program,Stittsville,Eastern,331210.0,Iron and Steel Pipes and Tubes Manufacturing from Purchased Steel,STEL,Primary Metals,50 or More
2021-04-29,Industrial Health & Safety Program,North York,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2021-04-29,Industrial Health & Safety Program,Oakville,South Western,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2021-04-29,Industrial Health & Safety Program,Simcoe,South Western,331110.0,Iron and Steel Mills and Ferro-Alloy Manufacturing,STEL,Primary Metals,50 or More
2021-04-29,Industrial Health & Safety Program,Owen Sound,Western,325320.0,Pesticide and Other Agricultural Chemical Manufacturing,CHEM,"Chemical, Rubber & Plastics",20 to 49
2022-04-29,Industrial Health & Safety Program,Brampton,Central West,912120.0,Provincial Correctional Services,GOVT,Government,50 or More
2022-04-29,Health Care Health & Safety Program,Oro-Medonte,Central West,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2022-04-29,Industrial Health & Safety Program,Wasaga Beach,Central West,912120.0,Provincial Correctional Services,GOVT,Government,50 or More
2022-04-29,Industrial Health & Safety Program,Cornwall,Eastern,333619.0,Other Engine and Power Transmission Equipment Manufacturing,AUTO,Automotive,50 or More
2022-04-29,Mining Health & Safety Program,London,Western,212323.0,Sand and Gravel Mining and Quarrying,PITS,Sand & Gravel Pits,1 to 5
2022-04-29,Industrial Health & Safety Program,Mississauga,Central West,445110.0,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
2022-04-29,Industrial Health & Safety Program,Thunder Bay,Northern,331317.0,"Aluminum Rolling, Drawing, Extruding and Alloying",STEL,Primary Metals,50 or More
2022-04-29,Industrial Health & Safety Program,EXETER,Western,332311.0,Prefabricated Metal Building and Component Manufacturing,FABR,Wood & Metal Fabrication,20 to 49
2022-04-29,Health Care Health & Safety Program,Mississauga,Central West,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2022-04-29,Health Care Health & Safety Program,Mississauga,Central West,623110.0,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
2022-04-29,Health Care Health & Safety Program,Brampton,Central West,623210.0,Residential Developmental Handicap Facilities,GRPH,Group Homes,50 or More
2022-04-29,Health Care Health & Safety Program,Toronto,Central East,623110.0,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
2022-04-29,Industrial Health & Safety Program,Cambridge,Western,532420.0,Office Machinery and Equipment Rental and Leasing,RETL,Retail,20 to 49
2022-04-29,Industrial Health & Safety Program,Sudbury,Northern,311821.0,Cookie and Cracker Manufacturing,FOOD,"Food, Beverage & Tobacco",50 or More
2022-04-29,Industrial Health & Safety Program,North Bay,Northern,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2022-04-29,Construction Health & Safety Program,Rosseau,Northern,238220.0,"Plumbing, Heating and Air-Conditioning Contractors",COMM,Commercial Building Construction,1 to 5
2023-04-29,Industrial Health & Safety Program,Brampton,Central West,621390.0,Offices of All Other Health Practitioners,NECI,NEC - Industrial,20 to 49
2017-05-29,Health Care Health & Safety Program,London,Western,622210.0,Psychiatric and Substance Abuse Hospitals,HOSP,Hospitals,50 or More
2017-05-29,Industrial Health & Safety Program,Oshawa,Central East,322299.0,All Other Converted Paper Product Manufacturing,TEXT,"Textiles, Printing",50 or More
2018-05-29,Industrial Health & Safety Program,Toronto,Central East,336310.0,Motor vehicle gasoline engine and engine parts manufacturing,AUTO,Automotive,50 or More
2018-05-29,Industrial Health & Safety Program,North York,Central East,448199.0,All Other Clothing Stores,RETL,Retail,50 or More
2018-05-29,Construction Health & Safety Program,Matheson,Northern,238990.0,All Other Specialty Trade Contractors,COMM,Commercial Building Construction,6 to 19
2018-05-29,Industrial Health & Safety Program,Moore,Western,327390.0,Other Concrete Product Manufacturing,CERM,"Ceramics, Glass& Stone",50 or More
2018-05-29,Industrial Health & Safety Program,Eden,Western,115210.0,Support Activities for Animal Production,AGRI,Agricultural Services,1 to 5
2018-05-29,Industrial Health & Safety Program,Brampton,Central West,485110.0,Urban Transit Systems,TRAN,Transportation,50 or More
2018-05-29,Industrial Health & Safety Program,Guelph,Western,311515.0,"Butter, Cheese, and Dry and Condensed Dairy Product Manufacturing",FOOD,"Food, Beverage & Tobacco",50 or More
2019-05-29,Industrial Health & Safety Program,Queensville,Central West,336211.0,Motor Vehicle Body Manufacturing,AUTO,Automotive,50 or More
2019-05-29,Industrial Health & Safety Program,Alliston,Central West,442298.0,All Other Home Furnishings Stores,RETL,Retail,50 or More
2020-05-29,Industrial Health & Safety Program,Burlington,South Western,115210.0,Support Activities for Animal Production,FOOD,"Food, Beverage & Tobacco",50 or More
2020-05-29,Industrial Health & Safety Program,North York,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2020-05-29,Industrial Health & Safety Program,Windsor,Western,332720.0,"Turned product and screw, nut and bolt manufacturing",FABR,Wood & Metal Fabrication,50 or More
2021-05-29,Industrial Health & Safety Program,Toronto,Central East,441110.0,New Car Dealers,VEHS,Vehicle Sales & Service,50 or More
2021-05-29,Industrial Health & Safety Program,Scarborough,Central East,512110.0,Motion Picture and Video Production,FLTV,Film & TV,50 or More
2021-05-29,Construction Health & Safety Program,Brampton,Central West,238990.0,All Other Specialty Trade Contractors,WELL,Well Drilling,6 to 19
2021-05-29,Industrial Health & Safety Program,Woodstock,Western,912140.0,Provincial Fire-Fighting Services,FIRE,Fire Fighting,6 to 19
2021-05-29,Industrial Health & Safety Program,Petersburg,South Western,444190.0,Other Building Material Dealers,WHLS,Wholesalers,6 to 19
2021-05-29,Industrial Health & Safety Program,HAMILTON,South Western,327990.0,All Other Non-Metallic Mineral Product Manufacturing,FABR,Wood & Metal Fabrication,50 or More
2022-05-29,Industrial Health & Safety Program,Brunner,Western,913130.0,Municipal Police Services,PLCE,Police,50 or More
2022-05-29,Construction Health & Safety Program,London,Western,236220.0,Commercial and Institutional Building Construction,INST,Institutional Building Construction,50 or More
2023-05-29,Industrial Health & Safety Program,Bracebridge,Eastern,335311.0,"Power, Distribution and Specialty Transformers Manufacturing",INDS,Industrial Services,50 or More
2023-05-29,Industrial Health & Safety Program,Mississauga,Central West,336110.0,Automobile and light-duty motor vehicle manufacturing,AUTO,Automotive,50 or More
2023-05-29,Industrial Health & Safety Program,Mississauga,Central East,332710.0,Machine Shops,VEHS,Vehicle Sales & Service,50 or More
2023-05-29,Industrial Health & Safety Program,Etobicoke,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2023-05-29,Industrial Health & Safety Program,Etobicoke,Central East,335311.0,"Power, Distribution and Specialty Transformers Manufacturing",INDS,Industrial Services,50 or More
2023-05-29,Construction Health & Safety Program,Mississauga,Central West,236110.0,Residential Building Construction,RESM,Apartment & Other Multiple Housing,6 to 19
2023-05-29,Industrial Health & Safety Program,Hamilton,Central East,336110.0,Automobile and light-duty motor vehicle manufacturing,AUTO,Automotive,50 or More
2023-05-29,Industrial Health & Safety Program,Brampton,Central East,442110.0,Furniture Stores,RETL,Retail,50 or More
2023-05-29,Industrial Health & Safety Program,Etobicoke,Central East,912910.0,Other Provincial and Territorial Public Administration,GOVT,Government,20 to 49
2023-05-29,Industrial Health & Safety Program,LONDON,Western,913130.0,Municipal Police Services,PLCE,Police,50 or More
2023-05-29,Health Care Health & Safety Program,LONDON,Western,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2023-05-29,Health Care Health & Safety Program,Port Perry,Central East,623110.0,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
2023-05-29,Industrial Health & Safety Program,Windsor,Western,722320.0,Caterers,INDS,Industrial Services,50 or More
2023-05-29,Industrial Health & Safety Program,Angus,Central West,452110.0,Department Stores,RETL,Retail,6 to 19
2023-05-29,Industrial Health & Safety Program,Newmarket,Central West,452991.0,Home and Auto Supplies Stores,TRAN,Transportation,50 or More
2023-05-29,Industrial Health & Safety Program,Toronto,Central East,445110.0,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
2023-05-29,Construction Health & Safety Program,Delaware,Western,236110.0,Residential Building Construction,RESM,Apartment & Other Multiple Housing,50 or More
2023-05-29,Industrial Health & Safety Program,Bowmanville,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,6 to 19
2023-05-29,Industrial Health & Safety Program,Beamsville,South Western,493110.0,General Warehousing and Storage,TRAN,Transportation,50 or More
2017-06-29,Industrial Health & Safety Program,Toronto,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,6 to 19
2017-06-29,Construction Health & Safety Program,Toronto,Central East,236110.0,Residential Building Construction,RESS,Single Family Housing,20 to 49
2017-06-29,Industrial Health & Safety Program,North York,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2017-06-29,Health Care Health & Safety Program,Stouffville,Central East,541990.0,"All Other Professional, Scientific and Technical Services",TCSS,Treatment Clinics & Specialized Services,20 to 49
2017-06-29,Industrial Health & Safety Program,Ottawa,Eastern,913130.0,Municipal Police Services,PLCE,Police,50 or More
2017-06-29,Health Care Health & Safety Program,Scarborough,Central East,623110.0,Nursing Care Facilities,NSER,Nursing Services,50 or More
2017-06-29,Industrial Health & Safety Program,North York,Central East,541330.0,Engineering Services,OFFS,Offices & Related Services,50 or More
2018-06-29,Industrial Health & Safety Program,Toronto,Central East,336340.0,Motor Vehicle Brake System Manufacturing,FABR,Wood & Metal Fabrication,50 or More
2018-06-29,Industrial Health & Safety Program,Hamilton,South Western,452991.0,Home and Auto Supplies Stores,VEHS,Vehicle Sales & Service,50 or More
2018-06-29,Industrial Health & Safety Program,YORK,Central East,811310.0,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,CONY,Construction Premises,50 or More
2018-06-29,Industrial Health & Safety Program,Windsor,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,20 to 49
2018-06-29,Industrial Health & Safety Program,St. Thomas,Western,561210.0,Facilities Support Services,GOVT,Government,20 to 49
2018-06-29,Industrial Health & Safety Program,Whitby,Central East,332710.0,Machine Shops,FABR,Wood & Metal Fabrication,20 to 49
2018-06-29,Construction Health & Safety Program,Hamilton,South Western,236210.0,Industrial Building and Structure Construction,INDU,Industrial Building Construction,6 to 19
2018-06-29,Industrial Health & Safety Program,Windsor,Western,721114.0,Motels,SERV,"Tourism, Hospitality & Recreational Services",50 or More
2018-06-29,Construction Health & Safety Program,SARNIA,Western,236220.0,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,1 to 5
2019-06-29,Industrial Health & Safety Program,Whitby,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2019-06-29,Health Care Health & Safety Program,Toronto,Central East,623210.0,Residential Developmental Handicap Facilities,GRPH,Group Homes,6 to 19
2020-06-29,Industrial Health & Safety Program,Walkerton,Western,531310.0,Real Estate Property Managers,INDS,Industrial Services,50 or More
2020-06-29,Industrial Health & Safety Program,London,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2020-06-29,Health Care Health & Safety Program,Kingsville,Western,623110.0,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
2020-06-29,Industrial Health & Safety Program,Oshawa,Central East,611690.0,All Other Schools and Instruction,EDUC,Education,6 to 19
2020-06-29,Industrial Health & Safety Program,London,Western,445292.0,Confectionery and Nut Stores,RETL,Retail,6 to 19
2020-06-29,Industrial Health & Safety Program,Hamilton,South Western,531111.0,Lessors of Residential Buildings and Dwellings (except Social Housing Projects),NECI,NEC - Industrial,50 or More
2020-06-29,Construction Health & Safety Program,Napanee,Eastern,236110.0,Residential Building Construction,RESS,Single Family Housing,50 or More
2020-06-29,Industrial Health & Safety Program,YORK,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2020-06-29,Industrial Health & Safety Program,Parry Sound,Northern,331210.0,Iron and Steel Pipes and Tubes Manufacturing from Purchased Steel,STEL,Primary Metals,20 to 49
2021-06-29,Industrial Health & Safety Program,London,Western,332710.0,Machine Shops,FABR,Wood & Metal Fabrication,50 or More
2021-06-29,Industrial Health & Safety Program,Brampton,Central West,311830.0,Tortilla Manufacturing,FOOD,"Food, Beverage & Tobacco",20 to 49
2021-06-29,Industrial Health & Safety Program,Burlington,South Western,238220.0,"Plumbing, Heating and Air-Conditioning Contractors",INDS,Industrial Services,1 to 5
2021-06-29,Industrial Health & Safety Program,Brampton,Central West,331110.0,Iron and Steel Mills and Ferro-Alloy Manufacturing,STEL,Primary Metals,50 or More
2021-06-29,Industrial Health & Safety Program,Palmerston,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,20 to 49
2021-06-29,Industrial Health & Safety Program,Scarborough,Central East,336110.0,Automobile and light-duty motor vehicle manufacturing,AUTO,Automotive,50 or More
2021-06-29,Industrial Health & Safety Program,Picton,Eastern,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2021-06-29,Industrial Health & Safety Program,Scarborough,Central East,611310.0,Universities,EDUC,Education,50 or More
2021-06-29,Industrial Health & Safety Program,Pembroke,Eastern,441310.0,Automotive Parts and Accessories Stores,RETL,Retail,6 to 19
2021-06-29,Industrial Health & Safety Program,Hearst,Northern,336110.0,Automobile and light-duty motor vehicle manufacturing,AUTO,Automotive,50 or More
2021-06-29,Industrial Health & Safety Program,Elora,Central East,624230.0,Emergency and Other Relief Services,INDS,Industrial Services,50 or More
2021-06-29,Health Care Health & Safety Program,Hamilton,South Western,622310.0,Specialty (except Psychiatric and Substance Abuse) Hospitals,HOSP,Hospitals,50 or More
