EVENT DATE,Program,MUNICIPALITY, REGION,PRIMARY OCCUPATION CODE,OCCUPATION DESCRIPTION,SECTOR CODE,SECTOR DESCRIPTION,WORKER COUNT
28/12/2021,Industrial Health & Safety Program,Toronto,Central East,311919,Other Snack Food Manufacturing,INDS,Industrial Services,1 to 5
28/12/2021,Health Care Health & Safety Program,Bowmanville,,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
29/12/2021,Industrial Health & Safety Program,Mississauga,Central West,321999,All Other Miscellaneous Wood Product Manufacturing,LOGS,Logging & Sawmills,50 or More
29/12/2021,Industrial Health & Safety Program,Waterloo,Western,488990,Other support activities for transportation,TRAN,Transportation,50 or More
29/12/2021,Industrial Health & Safety Program,Hamilton,South Western,112120,Dairy Cattle and Milk Production,FARM,Farming,
30/12/2021,Industrial Health & Safety Program,Toronto,Central East,488490,Other Support Activities for Road Transportation,VEHS,Vehicle Sales & Service,6 to 19
30/12/2021,Industrial Health & Safety Program,Crystal Beach,South Western,722512,Limited-service eating places,REST,Restaurants,20 to 49
30/12/2021,Industrial Health & Safety Program,Toronto,Central East,493110,General Warehousing and Storage,TRAN,Transportation,6 to 19
30/12/2021,Industrial Health & Safety Program,Mississauga,Central West,913130,Municipal Police Services,PLCE,Police,50 or More
30/12/2021,Industrial Health & Safety Program,Sault Ste. Marie,Northern,913140,Municipal Fire-Fighting Services,FIRE,Fire Fighting,20 to 49
30/12/2021,Health Care Health & Safety Program,Ottawa,Eastern,621610,Home Health Care Services,NSER,Nursing Services,50 or More
30/12/2021,Health Care Health & Safety Program,CAMBRIDGE,Western,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
31/12/2021,Industrial Health & Safety Program,Toronto,Central East,561990,All Other Support Services,INDS,Industrial Services,
31/12/2021,Health Care Health & Safety Program,Milton,South Western,624190,Other Individual and Family Services,HFRC,Homes for Residential Care,6 to 19
31/12/2021,Health Care Health & Safety Program,Milton,South Western,623110,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
13/01/2022,Construction Health & Safety Program,Brantford,South Western,237990,Other Heavy and Civil Engineering Construction,POWP,Hydroelectric Power Plants & Rel,6 to 19
13/01/2022,Construction Health & Safety Program,Mississauga,Central West,236220,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,1 to 5
13/01/2022,Industrial Health & Safety Program,Grimsby,South Western,,,,,
13/01/2022,Industrial Health & Safety Program,Vaughan,Central West,332118,Stamping,AUTO,Automotive,50 or More
13/01/2022,Mining Health & Safety Program,Whitby,Central East,212220,Gold and Silver Ore Mining,UMIN,Underground Mines,50 or More
13/01/2022,Construction Health & Safety Program,Concord,Central West,236110,Residential Building Construction,RESM,Apartment & Other Multiple Housing,6 to 19
14/01/2022,Health Care Health & Safety Program,Thamesford,Western,623110,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
14/01/2022,Industrial Health & Safety Program,Newmarket,Central West,493190,Other Warehousing and Storage,TRAN,Transportation,50 or More
14/01/2022,Industrial Health & Safety Program,Owen Sound,Western,445110,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
14/01/2022,Industrial Health & Safety Program,LONDON,Western,561320,Temporary Help Services,OFFS,Offices & Related Services,
14/01/2022,Industrial Health & Safety Program,Stratford,Western,913910,"Other Local, Municipal and Regional Public Administration",GOVT,Government,50 or More
14/01/2022,Industrial Health & Safety Program,Thunder Bay,,444110,Home Centres,RETL,Retail,50 or More
14/01/2022,Industrial Health & Safety Program,Toronto,,912130,Provincial Police Services,PLCE,Police,50 or More
14/01/2022,Mining Health & Safety Program,Gores Landing,Eastern,236210,Industrial Building and Structure Construction,NECM,NEC - Mining,50 or More
15/01/2022,Industrial Health & Safety Program,Scarborough,Central East,488490,Other Support Activities for Road Transportation,TRAN,Transportation,20 to 49
16/01/2022,Health Care Health & Safety Program,Toronto,Central East,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
16/01/2022,Construction Health & Safety Program,,,236110,Residential Building Construction,RESS,Single Family Housing,20 to 49
16/01/2022,Industrial Health & Safety Program,Sarnia,Western,485110,Urban Transit Systems,TRAN,Transportation,50 or More
17/01/2022,Industrial Health & Safety Program,Stratford,Western,445310,"Beer, Wine and Liquor Stores",RETL,Retail,6 to 19
17/01/2022,Industrial Health & Safety Program,Concord,Central West,326198,All Other Plastic Product Manufacturing,CHEM,"Chemical, Rubber & Plastics",
17/01/2022,Health Care Health & Safety Program,Mississauga,Central West,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
17/01/2022,Industrial Health & Safety Program,London,Western,326198,All Other Plastic Product Manufacturing,CHEM,"Chemical, Rubber & Plastics",50 or More
17/01/2022,Industrial Health & Safety Program,St. Catharines,South Western,335311,"Power, Distribution and Specialty Transformers Manufacturing",ELEC,Electrical & Electronics,20 to 49
17/01/2022,Industrial Health & Safety Program,Windsor,Western,445110,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,6 to 19
17/01/2022,Industrial Health & Safety Program,Thunder Bay,,312110,Soft Drink and Ice Manufacturing,FOOD,"Food, Beverage & Tobacco",
18/01/2022,Industrial Health & Safety Program,LONDON,Western,611110,Elementary and Secondary Schools,EDUC,Education,1 to 5
18/01/2022,Construction Health & Safety Program,Richmond Hill,Central West,238210,Electrical Contractors and Other Wiring Installation Contractors,COMM,Commercial Building Construction,6 to 19
18/01/2022,Industrial Health & Safety Program,Mississauga,Central West,561730,Landscaping Services,INDS,Industrial Services,1 to 5
18/01/2022,Industrial Health & Safety Program,BARRIE,Central West,611110,Elementary and Secondary Schools,EDUC,Education,20 to 49
18/01/2022,Industrial Health & Safety Program,Wawa,Northern,912130,Provincial Police Services,PLCE,Police,50 or More
18/01/2022,Industrial Health & Safety Program,Waterloo,Western,611110,Elementary and Secondary Schools,EDUC,Education,20 to 49
18/01/2022,Health Care Health & Safety Program,Tillsonburg,Western,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
18/01/2022,Industrial Health & Safety Program,Brampton,Central West,311615,Poultry Processing,FOOD,"Food, Beverage & Tobacco",50 or More
18/01/2022,Industrial Health & Safety Program,Toronto,Central East,448140,Family Clothing Stores,RETL,Retail,20 to 49
18/01/2022,Industrial Health & Safety Program,Huntsville,Eastern,322121,Paper (except Newsprint) Mills,PULP,"Pulp, Paper",50 or More
18/01/2022,Industrial Health & Safety Program,Scarborough,Central East,311940,Seasoning and dressing manufacturing,FOOD,"Food, Beverage & Tobacco",50 or More
19/01/2022,Industrial Health & Safety Program,Markham,Central West,493110,General Warehousing and Storage,TRAN,Transportation,1 to 5
19/01/2022,Health Care Health & Safety Program,Bradford West Gwillimbury,Central West,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
19/01/2022,Health Care Health & Safety Program,BRIGHTON,Eastern,623993,Homes for the Physically Handicapped or Disabled,GRPH,Group Homes,50 or More
19/01/2022,Construction Health & Safety Program,Toronto,Central East,236110,Residential Building Construction,RESM,Apartment & Other Multiple Housing,20 to 49
19/01/2022,Health Care Health & Safety Program,Stoney Creek,South Western,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
19/01/2022,Industrial Health & Safety Program,Niagara Falls,,312110,Soft Drink and Ice Manufacturing,FOOD,"Food, Beverage & Tobacco",
19/01/2022,Industrial Health & Safety Program,CAMBRIDGE,Western,441310,Automotive Parts and Accessories Stores,VEHS,Vehicle Sales & Service,50 or More
19/01/2022,Health Care Health & Safety Program,Brampton,Central West,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
19/01/2022,Industrial Health & Safety Program,Concord,Central West,611110,Elementary and Secondary Schools,EDUC,Education,
19/01/2022,Health Care Health & Safety Program,Tillsonburg,Western,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,HOSP,Hospitals,50 or More
19/01/2022,Industrial Health & Safety Program,Goderich,Western,541990,"All Other Professional, Scientific and Technical Services",FIRE,Fire Fighting,
19/01/2022,Industrial Health & Safety Program,Pickering,Central East,336110,Automobile and light-duty motor vehicle manufacturing,AUTO,Automotive,50 or More
20/01/2022,Industrial Health & Safety Program,KITCHENER,Western,326193,Motor Vehicle Plastic Parts Manufacturing,CHEM,"Chemical, Rubber & Plastics",50 or More
20/01/2022,Industrial Health & Safety Program,Etobicoke,Central East,611110,Elementary and Secondary Schools,EDUC,Education,50 or More
20/01/2022,Health Care Health & Safety Program,Vaughan,Central West,623999,All Other Residential Care Facilities,HFRC,Homes for Residential Care,6 to 19
20/01/2022,Health Care Health & Safety Program,Toronto,Central East,624120,Services for the Elderly and Persons with Disabilities,GRPH,Group Homes,50 or More
20/01/2022,Construction Health & Safety Program,Waterloo,Western,611310,Universities,DIND,Diving Industrial,50 or More
20/01/2022,Health Care Health & Safety Program,Fort Erie,South Western,622210,Psychiatric and Substance Abuse Hospitals,HOSP,Hospitals,50 or More
20/01/2022,Industrial Health & Safety Program,Toronto,Central East,237130,Power and Communication Line and Related Structures Construction,UTIL,Utilities,50 or More
20/01/2022,Industrial Health & Safety Program,Kitchener,Western,611110,Elementary and Secondary Schools,EDUC,Education,50 or More
20/01/2022,Industrial Health & Safety Program,Mississauga,Central West,221113,Nuclear Electric Power Generation,UTIL,Utilities,50 or More
20/01/2022,Health Care Health & Safety Program,Brampton,,611690,All Other Schools and Instruction,GRPH,Group Homes,20 to 49
20/01/2022,Health Care Health & Safety Program,Milton,South Western,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
20/01/2022,Construction Health & Safety Program,GUELPH,Western,236220,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,1 to 5
20/01/2022,Industrial Health & Safety Program,,,221122,Electric Power Distribution,OFFS,Offices & Related Services,50 or More
20/01/2022,Construction Health & Safety Program,Vaughan,Central West,236110,Residential Building Construction,COMM,Commercial Building Construction,50 or More
20/01/2022,Construction Health & Safety Program,Chaput Hughes,Northern,236210,Industrial Building and Structure Construction,MINP,Mining Plant Construction,50 or More
20/01/2022,Construction Health & Safety Program,Markham,Central West,237110,Water and Sewer Line and Related Structures Construction,SEWW,Sewer/Watermain Construction,6 to 19
21/01/2022,Industrial Health & Safety Program,Brampton,Central West,417210,"Construction and forestry machinery, equipment and supplies merchant wholesalers",WHLS,Wholesalers,6 to 19
21/01/2022,Health Care Health & Safety Program,,,621610,Home Health Care Services,NSER,Nursing Services,50 or More
21/01/2022,Industrial Health & Safety Program,Sault Ste. Marie,Northern,611110,Elementary and Secondary Schools,EDUC,Education,20 to 49
21/01/2022,Industrial Health & Safety Program,Toronto,Central East,441110,New Car Dealers,VEHS,Vehicle Sales & Service,50 or More
21/01/2022,Health Care Health & Safety Program,Windsor,Western,621510,Medical and Diagnostic Laboratories,POAA,Professional Offices & Agencies,50 or More
21/01/2022,Industrial Health & Safety Program,Ottawa,Eastern,326220,Rubber and Plastic Hose and Belting Manufacturing,AUTO,Automotive,50 or More
21/01/2022,Industrial Health & Safety Program,Guelph,Western,611110,Elementary and Secondary Schools,EDUC,Education,50 or More
21/01/2022,Industrial Health & Safety Program,CAMBRIDGE,Western,441110,New Car Dealers,VEHS,Vehicle Sales & Service,50 or More
21/01/2022,Industrial Health & Safety Program,Toronto,Central East,493120,Refrigerated Warehousing and Storage,REST,Restaurants,50 or More
21/01/2022,Industrial Health & Safety Program,Bowmanville,Central East,332329,Other Ornamental and Architectural Metal Product Manufacturing,NECI,NEC - Industrial,
21/01/2022,Health Care Health & Safety Program,Windsor,Western,621610,Home Health Care Services,TCSS,Treatment Clinics & Specialized Services,
22/01/2022,Health Care Health & Safety Program,St. Thomas,Western,621610,Home Health Care Services,TCSS,Treatment Clinics & Specialized Services,50 or More
22/01/2022,Industrial Health & Safety Program,Newmarket,Central West,611110,Elementary and Secondary Schools,EDUC,Education,20 to 49
23/01/2022,Industrial Health & Safety Program,Crystal Beach,South Western,332113,Forging,AUTO,Automotive,50 or More
23/01/2022,Industrial Health & Safety Program,Burlington,South Western,611110,Elementary and Secondary Schools,EDUC,Education,50 or More
24/01/2022,Health Care Health & Safety Program,Penetanguishene,Central West,623999,All Other Residential Care Facilities,GRPH,Group Homes,50 or More
24/01/2022,Industrial Health & Safety Program,CAMBRIDGE,Western,611110,Elementary and Secondary Schools,EDUC,Education,50 or More
24/01/2022,Industrial Health & Safety Program,St. Thomas,Western,312140,Distilleries,FOOD,"Food, Beverage & Tobacco",50 or More
24/01/2022,Health Care Health & Safety Program,Hamilton,,621610,Home Health Care Services,NSER,Nursing Services,20 to 49
24/01/2022,Construction Health & Safety Program,Fort Frances,Northern,236110,Residential Building Construction,RESS,Single Family Housing,1 to 5
24/01/2022,Industrial Health & Safety Program,Toronto,Central East,611110,Elementary and Secondary Schools,EDUC,Education,
25/01/2022,Industrial Health & Safety Program,Hanover,,913910,"Other Local, Municipal and Regional Public Administration",GOVT,Government,
25/01/2022,Construction Health & Safety Program,CAMBRIDGE,Western,236110,Residential Building Construction,RESS,Single Family Housing,50 or More
25/01/2022,Industrial Health & Safety Program,Thunder Bay,Northern,,,,,
25/01/2022,Industrial Health & Safety Program,BARRIE,Central West,621610,Home Health Care Services,OFFS,Offices & Related Services,50 or More
25/01/2022,Industrial Health & Safety Program,Kirkland Lake,Northern,444110,Home Centres,INDS,Industrial Services,50 or More
25/01/2022,Industrial Health & Safety Program,Thunder Bay,Northern,115110,Support Activities for Crop Production,AGRI,Agricultural Services,
25/01/2022,Industrial Health & Safety Program,Woodstock,Western,485110,Urban Transit Systems,TRAN,Transportation,50 or More
25/01/2022,Industrial Health & Safety Program,Emo,Northern,418990,All other merchant wholesalers,FOOD,"Food, Beverage & Tobacco",50 or More
25/01/2022,Industrial Health & Safety Program,Ear Falls,Northern,332710,Machine Shops,FABR,Wood & Metal Fabrication,20 to 49
25/01/2022,Industrial Health & Safety Program,Puslinch,South Western,311990,All Other Food Manufacturing,FOOD,"Food, Beverage & Tobacco",50 or More
26/01/2022,Construction Health & Safety Program,LONDON,Western,,,,,
26/01/2022,Industrial Health & Safety Program,North Bay,Northern,418990,All other merchant wholesalers,WHLS,Wholesalers,6 to 19
26/01/2022,Health Care Health & Safety Program,Laurel,Central West,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
26/01/2022,Industrial Health & Safety Program,CAMBRIDGE,Western,442292,Print and Picture Frame Stores,WHLS,Wholesalers,50 or More
27/01/2022,Industrial Health & Safety Program,CREIGHTON TWP,Northern,611110,Elementary and Secondary Schools,EDUC,Education,50 or More
27/01/2022,Construction Health & Safety Program,Ear Falls,Northern,236110,Residential Building Construction,RESM,Apartment & Other Multiple Housing,20 to 49
27/01/2022,Industrial Health & Safety Program,Strathroy,Western,417990,"All other machinery, equipment and supplies merchant wholesalers",RETL,Retail,20 to 49
27/01/2022,Industrial Health & Safety Program,Peterborough,Eastern,913130,Municipal Police Services,PLCE,Police,20 to 49
27/01/2022,Industrial Health & Safety Program,Merrickville-Wolford,Eastern,611110,Elementary and Secondary Schools,EDUC,Education,20 to 49
27/01/2022,Construction Health & Safety Program,,,238320,Painting and Wall Covering Contractors,NECC,NEC - Construction,1 to 5
27/01/2022,Construction Health & Safety Program,Shelburne,,237120,Oil and Gas Pipeline and Related Structures Construction,PIPE,Pipeline,6 to 19
27/01/2022,Industrial Health & Safety Program,Balmertown,Northern,712130,Zoos and Botanical Gardens,SERV,"Tourism, Hospitality & Recreational Services",6 to 19
27/01/2022,Industrial Health & Safety Program,London,,611110,Elementary and Secondary Schools,UTIL,Utilities,20 to 49
27/01/2022,Construction Health & Safety Program,Stoney Creek,South Western,236110,Residential Building Construction,RESM,Apartment & Other Multiple Housing,20 to 49
27/01/2022,Health Care Health & Safety Program,Mississauga,Central West,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
28/01/2022,Industrial Health & Safety Program,Stouffville,Central West,623310,Community Care Facilities for the Elderly,INDS,Industrial Services,50 or More
28/01/2022,Industrial Health & Safety Program,Burlington,South Western,336110,Automobile and light-duty motor vehicle manufacturing,FABR,Wood & Metal Fabrication,20 to 49
28/01/2022,Industrial Health & Safety Program,Mississauga,Central West,,,,,
28/01/2022,Health Care Health & Safety Program,BRANTFORD,South Western,623993,Homes for the Physically Handicapped or Disabled,GRPH,Group Homes,6 to 19
29/01/2022,Industrial Health & Safety Program,ORILLIA,Central West,611110,Elementary and Secondary Schools,EDUC,Education,50 or More
31/01/2022,Construction Health & Safety Program,"Cochrane, Unorganized, North Part",Northern,236220,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,1 to 5
31/01/2022,Industrial Health & Safety Program,Carlsbad Springs,Eastern,339990,All Other Miscellaneous Manufacturing,CHEM,"Chemical, Rubber & Plastics",
31/01/2022,Construction Health & Safety Program,St. Catharines,,236220,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,6 to 19
31/01/2022,Industrial Health & Safety Program,Barrhaven,,441110,New Car Dealers,VEHS,Vehicle Sales & Service,50 or More
31/01/2022,Construction Health & Safety Program,North York,Central East,237130,Power and Communication Line and Related Structures Construction,TELE,Telephone,6 to 19
31/01/2022,Construction Health & Safety Program,Scarborough,Central East,236210,Industrial Building and Structure Construction,MINP,Mining Plant Construction,50 or More
31/01/2022,Industrial Health & Safety Program,Concord,Central West,445110,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
31/01/2022,Industrial Health & Safety Program,Toronto,,493110,General Warehousing and Storage,RETL,Retail,50 or More
14/02/2022,Industrial Health & Safety Program,Woodbridge,Central West,531390,Other Activities Related to Real Estate,OFFS,Offices & Related Services,6 to 19
14/02/2022,Industrial Health & Safety Program,Guelph,Western,324122,Asphalt Shingle and Coating Material Manufacturing,OFFS,Offices & Related Services,50 or More
14/02/2022,Industrial Health & Safety Program,Ear Falls,Northern,912120,Provincial Correctional Services,GOVT,Government,50 or More
14/02/2022,Construction Health & Safety Program,Etobicoke,Central East,236210,Industrial Building and Structure Construction,INDU,Industrial Building Construction,1 to 5
14/02/2022,Industrial Health & Safety Program,Cobourg,Eastern,611110,Elementary and Secondary Schools,EDUC,Education,20 to 49
14/02/2022,Industrial Health & Safety Program,Fergus,Western,488490,Other Support Activities for Road Transportation,INDS,Industrial Services,20 to 49
14/02/2022,Industrial Health & Safety Program,Wellesley,South Western,326193,Motor Vehicle Plastic Parts Manufacturing,AUTO,Automotive,50 or More
15/02/2022,Industrial Health & Safety Program,Mississauga,Central West,811111,General Automotive Repair,AUTO,Automotive,6 to 19
15/02/2022,Industrial Health & Safety Program,ORILLIA,Central West,562210,Waste Treatment and Disposal,UTIL,Utilities,20 to 49
15/02/2022,Industrial Health & Safety Program,Georgetown,South Western,332999,All other miscellaneous fabricated metal product manufacturing,FABR,Wood & Metal Fabrication,20 to 49
15/02/2022,Industrial Health & Safety Program,Thunder Bay,Northern,811121,"Automotive Body, Paint and Interior Repair and Maintenance",AUTO,Automotive,20 to 49
15/02/2022,Industrial Health & Safety Program,BRANTFORD,South Western,562210,Waste Treatment and Disposal,NECI,NEC - Industrial,20 to 49
15/02/2022,Construction Health & Safety Program,Markham,Central West,236110,Residential Building Construction,RESM,Apartment & Other Multiple Housing,50 or More
15/02/2022,Industrial Health & Safety Program,TERRACE BAY TWP,Northern,332118,Stamping,AUTO,Automotive,50 or More
15/02/2022,Industrial Health & Safety Program,LONDON,Western,611110,Elementary and Secondary Schools,EDUC,Education,50 or More
15/02/2022,Industrial Health & Safety Program,Guelph,Western,722310,Food Service Contractors,INDS,Industrial Services,1 to 5
15/02/2022,Industrial Health & Safety Program,Newmarket,Central West,454110,Electronic shopping and mail-order houses,NECI,NEC - Industrial,50 or More
15/02/2022,Industrial Health & Safety Program,Toronto,Central East,326193,Motor Vehicle Plastic Parts Manufacturing,AUTO,Automotive,50 or More
15/02/2022,Industrial Health & Safety Program,Toronto,,324110,Petroleum Refineries,WHLS,Wholesalers,50 or More
15/02/2022,Industrial Health & Safety Program,Scarborough,Central East,113210,Forest Nurseries and Gathering of Forest Products,LOGS,Logging & Sawmills,50 or More
16/02/2022,Construction Health & Safety Program,Toronto,Central East,236110,Residential Building Construction,RESS,Single Family Housing,1 to 5
16/02/2022,Construction Health & Safety Program,Bolton,Central West,236220,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,6 to 19
16/02/2022,Industrial Health & Safety Program,Scarborough,Central East,493110,General Warehousing and Storage,TRAN,Transportation,50 or More
16/02/2022,Industrial Health & Safety Program,London,Western,912130,Provincial Police Services,PLCE,Police,50 or More
16/02/2022,Industrial Health & Safety Program,HAMILTON,South Western,561730,Landscaping Services,AGRI,Agricultural Services,6 to 19
16/02/2022,Industrial Health & Safety Program,Campbellford,Eastern,336360,Motor Vehicle Seating and Interior Trim Manufacturing,AUTO,Automotive,20 to 49
16/02/2022,Industrial Health & Safety Program,Oakville,South Western,446110,Pharmacies and Drug Stores,RETL,Retail,
16/02/2022,Industrial Health & Safety Program,KITCHENER,Western,311824,"Flour mixes, dough, and pasta manufacturing from purchased flour",FOOD,"Food, Beverage & Tobacco",50 or More
17/02/2022,Industrial Health & Safety Program,AURORA,Central West,311990,All Other Food Manufacturing,FOOD,"Food, Beverage & Tobacco",50 or More
17/02/2022,Health Care Health & Safety Program,Aylmer,Western,621610,Home Health Care Services,NSER,Nursing Services,6 to 19
17/02/2022,Industrial Health & Safety Program,Walkerton,Western,312120,Breweries,NECI,NEC - Industrial,50 or More
17/02/2022,Industrial Health & Safety Program,Toronto,Central East,237310,"Highway, Street and Bridge Construction",CONY,Construction Premises,1 to 5
17/02/2022,Construction Health & Safety Program,Toronto,Central East,238330,Flooring Contractors,COMM,Commercial Building Construction,20 to 49
17/02/2022,Industrial Health & Safety Program,St. Catharines,South Western,339990,All Other Miscellaneous Manufacturing,CHEM,"Chemical, Rubber & Plastics",20 to 49
17/02/2022,Industrial Health & Safety Program,Pickering,Central East,611110,Elementary and Secondary Schools,EDUC,Education,50 or More
17/02/2022,Health Care Health & Safety Program,Tiverton,Western,623110,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
17/02/2022,Industrial Health & Safety Program,Port Colborne,South Western,332319,Other Plate Work and Fabricated Structural Product Manufacturing,FABR,Wood & Metal Fabrication,6 to 19
17/02/2022,Industrial Health & Safety Program,Ottawa,Eastern,611310,Universities,EDUC,Education,50 or More
17/02/2022,Health Care Health & Safety Program,Toronto,Central East,621610,Home Health Care Services,NSER,Nursing Services,50 or More
17/02/2022,Industrial Health & Safety Program,Hamilton,South Western,334410,Semiconductor and other electronic component manufacturing,ELEC,Electrical & Electronics,50 or More
17/02/2022,Industrial Health & Safety Program,Toronto,Central East,336110,Automobile and light-duty motor vehicle manufacturing,AUTO,Automotive,50 or More
18/02/2022,Industrial Health & Safety Program,Dubreuilville,Northern,442110,Furniture Stores,RETL,Retail,20 to 49
18/02/2022,Industrial Health & Safety Program,Cambridge,Western,912130,Provincial Police Services,PLCE,Police,50 or More
18/02/2022,Construction Health & Safety Program,LONDON,Western,236110,Residential Building Construction,RESS,Single Family Housing,20 to 49
18/02/2022,Health Care Health & Safety Program,Toronto,Central East,623110,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
18/02/2022,Industrial Health & Safety Program,Bolton,Central West,611710,Educational Support Services,EDUC,Education,20 to 49
18/02/2022,Industrial Health & Safety Program,Ottawa,Eastern,333248,All other industrial machinery manufacturing,FOOD,"Food, Beverage & Tobacco",50 or More
18/02/2022,Industrial Health & Safety Program,Waterloo,,236210,Industrial Building and Structure Construction,RETL,Retail,6 to 19
18/02/2022,Health Care Health & Safety Program,Windsor,Western,624190,Other Individual and Family Services,POAA,Professional Offices & Agencies,50 or More
18/02/2022,Industrial Health & Safety Program,Peterborough,Eastern,418990,All other merchant wholesalers,FOOD,"Food, Beverage & Tobacco",50 or More
18/02/2022,Industrial Health & Safety Program,Mississauga,Central West,418390,Agricultural chemical and other farm supplies merchant wholesalers,WHLS,Wholesalers,6 to 19
18/02/2022,Industrial Health & Safety Program,Milton,South Western,561730,Landscaping Services,NECI,NEC - Industrial,
18/02/2022,Health Care Health & Safety Program,Richmond Hill,Central West,621610,Home Health Care Services,NSER,Nursing Services,50 or More
18/02/2022,Industrial Health & Safety Program,Markham,Central West,722511,Full-service restaurants,REST,Restaurants,50 or More
18/02/2022,Industrial Health & Safety Program,North Bay,Northern,236110,Residential Building Construction,CONY,Construction Premises,
19/02/2022,Health Care Health & Safety Program,St. Marys,Western,623110,Nursing Care Facilities,HFRC,Homes for Residential Care,50 or More
19/02/2022,Industrial Health & Safety Program,CHATHAM,Western,621911,Ambulance (except Air Ambulance) Services,GOVT,Government,
19/02/2022,Health Care Health & Safety Program,HAMILTON,South Western,813990,Other Membership Organizations,GRPH,Group Homes,6 to 19
19/02/2022,Construction Health & Safety Program,East York,Central East,237990,Other Heavy and Civil Engineering Construction,RAIL,Railway,6 to 19
20/02/2022,Construction Health & Safety Program,Hamilton,South Western,237130,Power and Communication Line and Related Structures Construction,ETTL,Electrical Towers & Transmission Lines,50 or More
20/02/2022,Health Care Health & Safety Program,North York,Central East,623110,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
20/02/2022,Health Care Health & Safety Program,London,Western,623110,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
20/02/2022,Industrial Health & Safety Program,Wilmot,South Western,221113,Nuclear Electric Power Generation,UTIL,Utilities,50 or More
20/02/2022,Health Care Health & Safety Program,Bowmanville,Central East,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
21/02/2022,Industrial Health & Safety Program,Tecumseh,Western,711217,Sports teams and clubs performing before a paying audience,GOVT,Government,
21/02/2022,Industrial Health & Safety Program,ST MARYS,Western,445110,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
21/02/2022,Industrial Health & Safety Program,Fort Erie,South Western,332810,"Coating, engraving, cold and heat treating and allied activities",AUTO,Automotive,20 to 49
21/02/2022,Industrial Health & Safety Program,Toronto,Central East,611110,Elementary and Secondary Schools,EDUC,Education,6 to 19
21/02/2022,Industrial Health & Safety Program,Kitchener,Western,611110,Elementary and Secondary Schools,EDUC,Education,20 to 49
22/02/2022,Industrial Health & Safety Program,Hamilton,South Western,237120,Oil and Gas Pipeline and Related Structures Construction,CONY,Construction Premises,6 to 19
22/02/2022,Industrial Health & Safety Program,St. Thomas,Western,332619,Other Fabricated Wire Product Manufacturing,FABR,Wood & Metal Fabrication,6 to 19
22/02/2022,Industrial Health & Safety Program,Peterborough,Eastern,611110,Elementary and Secondary Schools,EDUC,Education,6 to 19
22/02/2022,Industrial Health & Safety Program,Mississauga,Central West,611110,Elementary and Secondary Schools,EDUC,Education,6 to 19
22/02/2022,Industrial Health & Safety Program,Emo,Northern,611110,Elementary and Secondary Schools,EDUC,Education,20 to 49
22/02/2022,Industrial Health & Safety Program,Scarborough,Central East,912120,Provincial Correctional Services,GOVT,Government,50 or More
22/02/2022,Industrial Health & Safety Program,North York,Central East,493110,General Warehousing and Storage,WHLS,Wholesalers,6 to 19
22/02/2022,Construction Health & Safety Program,Cambridge,Western,236210,Industrial Building and Structure Construction,INDU,Industrial Building Construction,20 to 49
22/02/2022,Health Care Health & Safety Program,GUELPH,Western,624190,Other Individual and Family Services,POAA,Professional Offices & Agencies,50 or More
22/02/2022,Industrial Health & Safety Program,HAMILTON,South Western,621911,Ambulance (except Air Ambulance) Services,GOVT,Government,
22/02/2022,Construction Health & Safety Program,Toronto,Central East,236220,Commercial and Institutional Building Construction,INST,Institutional Building Construction,20 to 49
22/02/2022,Health Care Health & Safety Program,Bowmanville,,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
22/02/2022,Industrial Health & Safety Program,Sault Ste. Marie,Northern,336390,Other motor vehicle parts manufacturing,AUTO,Automotive,50 or More
