Accident_Date,Worker_age,Occupation_Category_Code,Occupation_Category_Description,Occupation_Code,Occupation_Description,Worker_Experience_in_Years,Accident_Source_Category_Description1,Source_Category_Description2,Accident_Category_Description,Accident_Place_Description,Organization_City,Organization_Province_Code,Industry_Sector_Description
3/8/2024,61,661,CASHIERS,6612,CASHIERS,0.5,PARKING LOTS,WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,FARM.,ETOBICOKE,ON,INDUSTRIAL
3/30/2024,50,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,BUILDING UNDER CONSTRUCTION.,SCARBOROUGH,ON,INDUSTRIAL
7/31/2023,71,951,"MACHINING,METALWORKING,WOODWORKING & RELATED MACH. OPERATORS",9512,MACHINING TOOL OPERATORS,0.5,"SKIDS, PALLETS","SKIDS, PALLETS",STRUCK BY OBJECT,PUBLIC BUILDINGS.,BRAMPTON,ON,MANUFACTURING
3/22/2024,53,***,INVALID OCCUPATION CODE,****,INVALID OCCUPATION CODE,,"METAL MATERIALS--NONSTRUCTURAL, N.E.C.",ELECTRONIC COMPUTERS AND PERIPHERAL EQUIPMENT,STRUCK AGAINST OBJECT,INDUSTRIAL SITE.,BEETON,ON,HEALTH CARE
2/25/2024,25,724,ELECTRICAL TRADES AND TELECOMMUNICATION OCCUPATIONS,7247,TELECOMMUNICATIONS INSTALLATION AND REPAIR WORKERS,0.5,LADDERS--MOVABLE,WEATHER AND ATMOSPHERIC CONDITIONS,FALL TO LOWER LEVEL,INDUSTRIAL SITE.,BRAMPTON,ON,CONSTRUCTION
3/12/2024,51,321,MEDICAL TECHNOLOGISTS AND TECHNICIANS (EXCEPT DENTAL HEALTH),3213,MEDICAL LABORATORY TECHNICIANS,0.5,FLOORS,WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,HOME.,BRANTFORD,ON,HEALTH CARE
2/6/2024,26,724,ELECTRICAL TRADES AND TELECOMMUNICATION OCCUPATIONS,7245,ELECTRICAL POWER LINE AND CABLE WORKERS,0.5,GROUND,"STAIRS, STEPS",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,NEPEAN,ON,CONSTRUCTION
1/14/2024,58,762,"PUBLIC WORKS AND OTHER LABOURERS, N.E.C.",7622,PUBLIC WORKS AND MAINTENANCE LABOURERS,0.5,TRUCK,"STREET, ROAD","NONHIGHWAY ACCIDENT, EXCEPT RAIL, AIR, WATER",PLACE FOR SPORTS AND RECREATION.,VAUGHAN,ON,MANUFACTURING
3/12/2022,54,727,CARPENTERS AND CABINETMAKERS,7272,CARPENTERS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,STREET AND HIGHWAY.,TORONTO,ON,CONSTRUCTION
3/2/2024,57,145,"LIBRARY, CORRESPONDENCE AND RELATED INFORMATION CLERKS",1454,"CUSTOMER SERVICE, INFORMATION AND RELATED CLERKS",0.5,GROUND,WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,HOME.,WOODBRIDGE,ON,INDUSTRIAL
6/29/2024,48,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,FLOORS,LIQUIDS,FALL ON SAME LEVEL,PUBLIC BUILDINGS.,THORNBURY,ON,MANUFACTURING
2/19/2024,46,31,"MANAGERS IN HEALTH, EDUCATION, SOCIAL AND COMMUNITY SERVICES",314,SCHOOL PRINCIPALS AND ADMINISTRATORS OF ELEMENTARY AND SECON,0.5,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",UNKNOWN,BODILY REACTION,INDUSTRIAL SITE.,HAGERSVILLE,ON,EDUCATION-INDUSTRIAL
6/2/2024,58,943,MACHINE OPERATORS & REL. WRKRS. IN PULP & PAPER PROD. & WOOD,9436,PAPER CONVERTING MACHINE OPERATORS,0.5,"PACKAGING, BOTTLING, WRAPPING MACHINERY",CLOTHING AND SHOES,CAUGHT IN OR COMPRESSED BY EQUIP./OBJECTS,PUBLIC BUILDINGS.,BARRIE,ON,MANUFACTURING
6/5/2024,49,729,OTHER CONSTRUCTION TRADES,7292,ROOFERS AND SHINGLERS,0.5,GROUND,LADDERS--MOVABLE,FALL TO LOWER LEVEL,INDUSTRIAL SITE.,GUELPH,ON,CONSTRUCTION
6/30/2024,56,62,MANAGERS IN RETAIL TRADE,622,RETAIL TRADE MANAGERS,0.5,PERSON--OTHER THAN INJURED OR ILL WORKER,UNKNOWN,"ASSAULTS, VIOLENT ACTS AND HARASSMENT BY PERSON(S)",STREET AND HIGHWAY.,NORTH YORK,ON,INDUSTRIAL
3/13/2024,63,642,RETAIL SALESPERSONS AND SALES CLERKS,6422,RETAIL SALESPERSONS AND SALES CLERKS,0.5,PARKING LOTS,WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,INDUSTRIAL SITE.,NEPEAN,ON,CHEMICAL/PROCESS
6/13/2024,26,624,CHEFS AND COOKS,6243,COOKS,,CUTTING HANDTOOLS--NONPOWERED,"PERSON--INJURED OR ILL WORKER, N.E.C.",STRUCK BY OBJECT,INDUSTRIAL SITE.,BRUSSELS,ON,SERVICES
6/11/2024,59,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,CANS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,MARKHAM,ON,INDUSTRIAL
6/2/2024,69,315,NURSE SUPERVISORS AND REGISTERED NURSES,3153,REGISTERED NURSES,0.5,FLOORS,"BEDS, BEDDING, MATTRESSES",FALL ON SAME LEVEL,INDUSTRIAL SITE.,BARRIE,ON,HEALTH CARE
12/8/2022,49,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,GROUND,"TREES, LOGS",JUMP TO LOWER LEVEL,HOME.,TILLSONBURG,ON,CONSTRUCTION
5/31/2024,48,724,ELECTRICAL TRADES AND TELECOMMUNICATION OCCUPATIONS,7242,ELECTRICIANS (EXCEPT INDUSTRIAL AND POWER SYSTEM),0.5,GROUND,"SCAFFOLDS, STAGING",FALL TO LOWER LEVEL,BUILDING UNDER CONSTRUCTION.,MANITOWANING,ON,CONSTRUCTION
10/11/2022,57,726,"METAL FORMING, SHAPING AND ERECTING OCCUPATIONS",7266,WELDERS,0.5,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER","FLOOR COVERINGS, NONSTRUCTURAL",BODILY REACTION,"PARKING LOT, PARKING PLACE N.E.S.",VANCOUVER,BC,CONSTRUCTION
6/24/2024,37,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,,"STAIRS, STEPS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,LONDON,ON,SERVICES
5/27/2024,34,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,STRUCTURAL METAL MATERIALS,CRANES,STRUCK BY OBJECT,PUBLIC BUILDINGS.,GOODWOOD,ON,CONSTRUCTION
6/24/2024,35,122,ADMINISTRATIVE AND REGULATORY OCCUPATIONS,1226,PURCHASING AGENTS AND OFFICERS,0.5,"STAIRS, STEPS",UNKNOWN,FALL TO LOWER LEVEL,INDUSTRIAL SITE.,TACOMA,WA,INDUSTRIAL
6/9/2024,58,961,"LABOURERS IN PROCESSING, MANUFACTURING AND UTILITIES",9619,"OTHER LABOURERS IN PROCESSING, MANUFACTURING AND UTILITIES",0.5,"MACHINERY, UNS",UNKNOWN,CAUGHT IN OR COMPRESSED BY EQUIP./OBJECTS,INDUSTRIAL SITE.,OPASATIKA,ON,MANUFACTURING
11/21/2022,40,744,"OTHER INSTALLERS, REPAIRERS AND SERVICERS",7442,RESIDENTIAL AND COMMERCIAL INSTALLERS AND SERVICERS,,"FLOORS, WALKWAYS, GROUND SURFACES, UNS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,GRIMSBY,ON,MANUFACTURING
6/16/2024,60,421,"PARALEGALS, SOC. SERV. WRKRS. & OCCUPS. IN EDUC. & REL., NEC",4215,EARLY CHILDHOOD EDUCATORS,0.5,GROUND,"RECREATION AND ATHLETIC EQUIPMENT, N.E.C.",FALL ON SAME LEVEL,INDUSTRIAL SITE.,NORTH YORK,ON,HEALTH CARE
6/27/2024,65,666,CLEANERS,6662,LIGHT DUTY CLEANERS,0.5,"STRUCTURAL ELEMENTS, N.E.C.","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",STRUCK AGAINST OBJECT,INDUSTRIAL SITE.,CAMBRIDGE,ON,INDUSTRIAL
5/16/2024,66,728,MASONRY AND PLASTERING TRADES,7285,"PLASTERERS, DRYWALL INSTALLERS AND FINISHERS, AND LATHERS",0.5,FLOORS,"SCAFFOLDS, STAGING",FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,MARKHAM,ON,CONSTRUCTION
6/19/2024,46,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,FORKLIFT,FORKLIFT,"NONHIGHWAY ACCIDENT, EXCEPT RAIL, AIR, WATER",INDUSTRIAL SITE.,SCARBOROUGH,ON,TRANSPORTATION
6/23/2024,38,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,ETOBICOKE,ON,CONSTRUCTION
4/20/2024,31,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7415,DELIVERY DRIVERS,0.5,ANIMAL OR HUMAN POWERED VEHICLE,"HIGHWAY VEHICLE, UNS",HIGHWAY ACCIDENT,INDUSTRIAL SITE.,THUNDER BAY,ON,TRANSPORTATION
6/18/2024,50,729,OTHER CONSTRUCTION TRADES,7292,ROOFERS AND SHINGLERS,0.5,"OTHER FLOORS, WALKWAYS, GROUND SURFACES",LADDERS--MOVABLE,FALL TO LOWER LEVEL,INDUSTRIAL SITE.,BURLINGTON,ON,CONSTRUCTION
6/15/2024,66,728,MASONRY AND PLASTERING TRADES,7285,"PLASTERERS, DRYWALL INSTALLERS AND FINISHERS, AND LATHERS",0.5,FLOORS,FLOORS,FALL TO LOWER LEVEL,"RESIDENTIAL INSTITUTION. (HOSPITALS, ORPHANAGE, PRISON ETC.)",NEPEAN,ON,CONSTRUCTION
12/8/2024,36,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,,"HIGHWAY VEHICLE, UNS",WEATHER AND ATMOSPHERIC CONDITIONS,HIGHWAY ACCIDENT,PLACE NOT SPECIFIED,WOODBRIDGE,ON,TRANSPORTATION
12/19/2024,64,728,MASONRY AND PLASTERING TRADES,7282,BRICKLAYERS,0.5,"FLOORS, WALKWAYS, GROUND SURFACES, UNS","SCAFFOLDS, STAGING",FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,WOODBRIDGE,ON,CONSTRUCTION
10/18/2024,38,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,GROUND,"BUNDLES, BALES",FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,OAKVILLE,ON,CONSTRUCTION
12/31/2024,37,63,MANAGERS IN FOOD SERVICE AND ACCOMMODATION,632,RESTAURANT AND FOOD SERVICE MANAGERS,0.5,PERSON--OTHER THAN INJURED OR ILL WORKER,UNKNOWN,"ASSAULTS, VIOLENT ACTS AND HARASSMENT BY PERSON(S)",STREET AND HIGHWAY.,BURLINGTON,ON,INDUSTRIAL
12/19/2024,63,642,RETAIL SALESPERSONS AND SALES CLERKS,6422,RETAIL SALESPERSONS AND SALES CLERKS,0.5,FLOORS,"SKIDS, PALLETS",FALL TO LOWER LEVEL,PLACE NOT SPECIFIED,OTTAWA,ON,INDUSTRIAL
12/17/2024,46,951,"MACHINING,METALWORKING,WOODWORKING & RELATED MACH. OPERATORS",9512,MACHINING TOOL OPERATORS,0.5,"ROPES, TIES",CRANES,STRUCK BY OBJECT,PUBLIC BUILDINGS.,VERDUN,QC,MANUFACTURING
12/26/2024,61,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,DOORS,UNKNOWN,STRUCK BY OBJECT,PLACE NOT SPECIFIED,AURORA,ON,CHEMICAL/PROCESS
12/20/2024,43,731,MACHINERY & TRANSPORT. EQUIP. MECHANICS (EXCP MOTOR VEHICLE),7312,CONSTRUCTION MILLWRIGHTS AND INDUSTRIAL MECHANICS (EXCEPT TE,0.5,"GARMENT RACKS, OTHER RACKS",UNKNOWN,STRUCK BY OBJECT,PUBLIC BUILDINGS.,BOLTON,ON,MANUFACTURING
12/1/2024,62,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7415,DELIVERY DRIVERS,0.5,AUTOMOBILE,AUTOMOBILE,HIGHWAY ACCIDENT,INDUSTRIAL SITE.,HAMILTON,ON,INDUSTRIAL
12/5/2024,53,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,FORKLIFT,"PERSON--INJURED OR ILL WORKER, N.E.C.","PEDESTRIAN STRUCK BY VEHICLE, MOBILE EQUIPMENT",PLACE NOT SPECIFIED,ESSEX,ON,FOOD
7/17/2022,52,761,TRADES HELPERS AND LABOURERS,7613,OTHER TRADES HELPERS AND LABOURERS,0.5,THREADING & TAPPING MACHINES,UNKNOWN,CAUGHT IN OR COMPRESSED BY EQUIP./OBJECTS,PUBLIC BUILDINGS.,NORTH BAY,ON,MANUFACTURING
7/19/2022,16,843,AGRICULTURE AND HORTICULTURE WORKERS,8432,GENERAL FARM WORKERS,0.5,OTHER AGRICULTURAL AND GARDEN MACHINERY,"PERSON--INJURED OR ILL WORKER, N.E.C.",CAUGHT IN OR COMPRESSED BY EQUIP./OBJECTS,INDUSTRIAL SITE.,TECUMSEH,ON,AGRICULTURE
8/14/2022,38,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,"BOXES, CRATES, CARTONS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",OVEREXERTION,PUBLIC BUILDINGS.,CARP,ON,MANUFACTURING
7/20/2022,58,62,MANAGERS IN RETAIL TRADE,622,RETAIL TRADE MANAGERS,0.5,"BOXES, CRATES, CARTONS","BOXES, CRATES, CARTONS",STRUCK BY OBJECT,INDUSTRIAL SITE.,KITCHENER,ON,INDUSTRIAL
7/26/2022,66,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,FORKLIFT,"PERSON--INJURED OR ILL WORKER, N.E.C.",STRUCK AGAINST OBJECT,"RESIDENTIAL INSTITUTION. (HOSPITALS, ORPHANAGE, PRISON ETC.)",OAKVILLE,ON,TRANSPORTATION
8/19/2022,17,???,UNKNOWN OCCUPATION CODE,????,UNKNOWN OCCUPATION CODE,,ALL TERRAIN VEHICLE (ATV),UNKNOWN,"NONHIGHWAY ACCIDENT, EXCEPT RAIL, AIR, WATER",HOME.,LONDON,ON,MANUFACTURING
7/15/2022,42,222,TECHNICAL OCCUPATIONS IN LIFE SCIENCES,2226,LANDSCAPE AND HORTICULTURAL TECHNICIANS AND SPECIALISTS,0.5,"STAIRS, STEPS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,PLACE NOT SPECIFIED,MARKHAM,ON,MANUFACTURING
7/18/2022,74,71,MANAGERS IN CONSTRUCTION AND TRANSPORTATION,712,CONSTRUCTION MANAGERS,0.5,BORING HANDTOOLS--POWERED,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER","BODILY REACTIONS & EXERTION, N.E.C.",PLACE NOT SPECIFIED,NORTH YORK,ON,CONSTRUCTION
1/20/2022,60,721,"CONTRACTORS AND SUPERVISORS, TRADES AND RELATED WORKERS",7219,"CONTRACTORS AND SUPERVISORS, OTHER CONSTRUCTION TRADES, INST",0.5,GROUND,"SCAFFOLDS, STAGING",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,BRAMPTON,ON,CONSTRUCTION
7/20/2022,35,62,MANAGERS IN RETAIL TRADE,622,RETAIL TRADE MANAGERS,,OTHER SOURCES,UNKNOWN,OVEREXERTION,BUILDING UNDER CONSTRUCTION.,YORK,ON,SERVICES
7/11/2022,22,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,KING CITY,ON,CONSTRUCTION
7/19/2022,26,724,ELECTRICAL TRADES AND TELECOMMUNICATION OCCUPATIONS,7247,TELECOMMUNICATIONS INSTALLATION AND REPAIR WORKERS,0.5,ELECTRIC PARTS,PERSON--OTHER THAN INJURED OR ILL WORKER,STRUCK BY OBJECT,INDUSTRIAL SITE.,TORONTO,ON,CONSTRUCTION
7/5/2022,24,661,CASHIERS,6612,CASHIERS,0.5,FLOORS,LIQUIDS,FALL ON SAME LEVEL,PLACE NOT SPECIFIED,SCARBOROUGH,ON,INDUSTRIAL
8/10/2021,66,664,FOOD COUNTER ATTENDANTS AND KITCHEN HELPERS,6642,FOOD SERVICE COUNTER ATTENDANTS AND FOOD PREPARERS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,MARKHAM,ON,INDUSTRIAL
4/21/2022,53,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,"BOXES, CRATES, CARTONS",UNKNOWN,STRUCK BY OBJECT,PUBLIC BUILDINGS.,PETERBOROUGH,ON,TRANSPORTATION
8/25/2022,65,???,UNKNOWN OCCUPATION CODE,????,UNKNOWN OCCUPATION CODE,0.5,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",UNKNOWN,BODILY REACTION,BUILDING UNDER CONSTRUCTION.,MARKHAM,ON,HEALTH CARE
7/22/2022,30,664,FOOD COUNTER ATTENDANTS AND KITCHEN HELPERS,6642,FOOD SERVICE COUNTER ATTENDANTS AND FOOD PREPARERS,,"POTS, PANS, TRAYS","PERSON--INJURED OR ILL WORKER, N.E.C.",STRUCK BY OBJECT,INDUSTRIAL SITE.,TORONTO,ON,SERVICES
8/27/2022,24,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,FLOORS,FLOORS,FALL TO LOWER LEVEL,INDUSTRIAL SITE.,ETOBICOKE,ON,CONSTRUCTION
8/9/2022,60,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,GROUND,"TARPS; PLASTIC, OR FABRIC SHEETING",FALL ON SAME LEVEL,STREET AND HIGHWAY.,WOODBRIDGE,ON,INDUSTRIAL
8/25/2022,35,645,OCCUPATIONS IN FOOD AND BEVERAGE SERVICE,6454,FOOD AND BEVERAGE SERVERS,0.5,"STAIRS, STEPS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,PLACE NOT SPECIFIED,SAINT-LAURENT,QC,INDUSTRIAL
8/21/2022,53,727,CARPENTERS AND CABINETMAKERS,7272,CARPENTERS,0.5,"FLOORS, WALKWAYS, GROUND SURFACES, UNS","WOOD, LUMBER",FALL ON SAME LEVEL,BUILDING UNDER CONSTRUCTION.,VAUGHAN,ON,CONSTRUCTION
8/26/2022,59,727,CARPENTERS AND CABINETMAKERS,7272,CARPENTERS,0.5,OTHER HANDTOOLS--NONPOWERED,"CO-WORKER, FORMER CO-WORKER OF INJURED OR ILL WORKER",STRUCK BY OBJECT,STREET AND HIGHWAY.,TORONTO,ON,CONSTRUCTION
8/15/2022,44,726,"METAL FORMING, SHAPING AND ERECTING OCCUPATIONS",7262,SHEET METAL WORKERS,0.5,GROUND,LIQUIDS,FALL ON SAME LEVEL,PLACE NOT SPECIFIED,WINNIPEG,MB,MANUFACTURING
9/9/2022,31,726,"METAL FORMING, SHAPING AND ERECTING OCCUPATIONS",7266,WELDERS,,STRUCTURAL METAL MATERIALS,"PERSON--INJURED OR ILL WORKER, N.E.C.",STRUCK BY OBJECT,BUILDING UNDER CONSTRUCTION.,LONDON,ON,SERVICES
7/25/2022,34,664,FOOD COUNTER ATTENDANTS AND KITCHEN HELPERS,6642,FOOD SERVICE COUNTER ATTENDANTS AND FOOD PREPARERS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,SUDBURY,ON,INDUSTRIAL
6/17/2022,45,666,CLEANERS,6664,"JANITORS, CARETAKERS AND BUILDING SUPERINTENDENTS",0.5,FLOORS,"STAIRS, STEPS",FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,CONCORD,ON,INDUSTRIAL
8/6/2022,56,121,CLERICAL SUPERVISORS,1216,"SUPERVISORS, RECORDING, DISTRIBUTING AND SCHEDULING OCCUPATI",0.5,FORKLIFT,UNKNOWN,"NONHIGHWAY ACCIDENT, EXCEPT RAIL, AIR, WATER",INDUSTRIAL SITE.,CONCORD,ON,FOOD
8/20/2022,54,624,CHEFS AND COOKS,6243,COOKS,0.5,"BAGS, SACKS, TOTES",OTHER FOOD PRODUCTS--FRESH OR PROCESSED,FALL ON SAME LEVEL,INDUSTRIAL SITE.,TORONTO,ON,INDUSTRIAL
8/28/2022,59,63,MANAGERS IN FOOD SERVICE AND ACCOMMODATION,632,RESTAURANT AND FOOD SERVICE MANAGERS,0.5,"FLOORS, WALKWAYS, GROUND SURFACES, UNS",LIQUIDS,FALL ON SAME LEVEL,INDUSTRIAL SITE.,STELLARTON,NS,INDUSTRIAL
8/23/2022,46,843,AGRICULTURE AND HORTICULTURE WORKERS,8432,GENERAL FARM WORKERS,0.5,"HIGHWAY VEHICLE, UNS",UNKNOWN,"PEDESTRIAN STRUCK BY VEHICLE, MOBILE EQUIPMENT",STREET AND HIGHWAY.,MARKHAM,ON,AGRICULTURE
8/30/2022,53,861,PRIMARY PRODUCTION LABOURERS,8615,MINE LABOURERS,0.5,CONVEYORS--POWERED,CLOTHING AND SHOES,CAUGHT IN OR COMPRESSED BY EQUIP./OBJECTS,INDUSTRIAL SITE.,BRANTFORD,ON,MINING
8/22/2022,70,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,FLOORS,OTHER SOURCES,FALL ON SAME LEVEL,PUBLIC BUILDINGS.,MARKHAM,ON,INDUSTRIAL
8/17/2022,48,726,"METAL FORMING, SHAPING AND ERECTING OCCUPATIONS",7266,WELDERS,0.5,FLOORS,"SKIDS, PALLETS",FALL ON SAME LEVEL,INDUSTRIAL SITE.,THUNDER BAY,ON,INDUSTRIAL
8/14/2022,54,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,"ROCKS, CRUSHED STONE","CONTAINERS, N.E.C.",CAUGHT IN OR COMPRESSED BY EQUIP./OBJECTS,INDUSTRIAL SITE.,ETOBICOKE,ON,CONSTRUCTION
8/8/2022,,121,CLERICAL SUPERVISORS,1216,"SUPERVISORS, RECORDING, DISTRIBUTING AND SCHEDULING OCCUPATI",,FLOORS,"BODILY CONDITIONS OF INJURED, ILL WORKER",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,SAINT-LAURENT,QC,SERVICES
8/17/2022,68,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,BROWNSVILLE,ON,CONSTRUCTION
8/23/2022,34,727,CARPENTERS AND CABINETMAKERS,7272,CARPENTERS,0.5,"FLOORS, WALKWAYS, GROUND SURFACES, UNS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,LINCOLN,ON,CONSTRUCTION
8/21/2022,50,961,"LABOURERS IN PROCESSING, MANUFACTURING AND UTILITIES",9618,"LABOURERS IN FOOD, BEVERAGE AND TOBACCO PROCESSING",0.5,"FLOORS, WALKWAYS, GROUND SURFACES, UNS",HOSES,FALL ON SAME LEVEL,PUBLIC BUILDINGS.,TILLSONBURG,ON,FOOD
8/12/2022,60,341,ASSISTING OCCUPATIONS IN SUPPORT OF HEALTH SERVICES,3414,NURSE AIDES AND ORDERLIES,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,BUILDING UNDER CONSTRUCTION.,ETOBICOKE,ON,HEALTH CARE
8/23/2022,68,724,ELECTRICAL TRADES AND TELECOMMUNICATION OCCUPATIONS,7245,ELECTRICAL POWER LINE AND CABLE WORKERS,0.5,ELECTRIC PARTS,"REELS, ROLLS",STRUCK BY OBJECT,BUILDING UNDER CONSTRUCTION.,DUNNVILLE,ON,CONSTRUCTION
9/11/2024,59,641,"SALES REPRESENTATIVES, WHOLESALE TRADE",6412,"SALES REPRESENTATIVES, WHOLESALE TRADE (NON-TECHNICAL)",0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,LONDON,ON,CONSTRUCTION
9/4/2024,43,642,RETAIL SALESPERSONS AND SALES CLERKS,6422,RETAIL SALESPERSONS AND SALES CLERKS,0.5,FLOORS,"BOXES, CRATES, CARTONS",FALL ON SAME LEVEL,PLACE NOT SPECIFIED,SUDBURY,ON,INDUSTRIAL
9/1/2024,61,843,AGRICULTURE AND HORTICULTURE WORKERS,8432,GENERAL FARM WORKERS,0.5,"FLOORS, WALKWAYS, GROUND SURFACES, UNS","SKIDS, PALLETS",FALL ON SAME LEVEL,HOME.,YORK,ON,AGRICULTURE
9/10/2024,35,222,TECHNICAL OCCUPATIONS IN LIFE SCIENCES,2226,LANDSCAPE AND HORTICULTURAL TECHNICIANS AND SPECIALISTS,0.5,GROUND,"LIFELINES, LANYARDS, SAFETY BELTS OR HARNESSES",FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,BRAMPTON,ON,MANUFACTURING
9/6/2024,64,143,FINANCE AND INSURANCE CLERKS,1432,ACCOUNTING AND RELATED CLERKS,0.5,"FLOORS, WALKWAYS, GROUND SURFACES, UNS",CHAIRS,FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,PETERBOROUGH,ON,INDUSTRIAL
9/20/2024,41,946,"MACHINE OPERATORS & REL. WRKRS. IN FOOD, BEVERAGE, & TOBACCO",9462,"PROCESS CONTROL AND MACHINE OPERATORS, FOOD AND BEVERAGE PRO",0.5,FLOORS,HOSES,FALL ON SAME LEVEL,INDUSTRIAL SITE.,MISSISSAUGA,ON,INDUSTRIAL
9/17/2024,32,726,"METAL FORMING, SHAPING AND ERECTING OCCUPATIONS",7266,WELDERS,0.5,"FLOORS, WALKWAYS, GROUND SURFACES, UNS",STRUCTURAL METAL MATERIALS,FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,NIAGARA FALLS,ON,CONSTRUCTION
